Text,Name,Created At,Tweet Type
"Drastic new lockdown measures imposed in Australia's Victoria state, including Melbourne, include a 6-week curfew, a ban on weddings and gatherings and the shuttering of non- essential industries
https://t.co/QWk9KuWTNt",CNN Breaking News,Mon Aug 03 08:35:44 +0000 2020,Tweet
"Authorities in Manchester, England, declare a ""major incident"" due to the increase in coronavirus infections rates in ""multiple localities"" https://t.co/ds5fy1PrlB https://t.co/UsbsUGIYd4",CNN Breaking News,Mon Aug 03 08:32:24 +0000 2020,Tweet
"Doug Pederson, the head coach of the Philadelphia Eagles, has tested positive for Covid-19, the team said in a statement https://t.co/byROKmJM6F https://t.co/CsbVLvDZwF",CNN Breaking News,Mon Aug 03 02:32:53 +0000 2020,Tweet
"Microsoft says it's still discussing a potential purchase of TikTok after talking with Trump, who has said he would ban the popular app in the US https://t.co/rAEOJAxLSs",CNN Breaking News,Mon Aug 03 00:50:28 +0000 2020,Tweet
A controversial Trump administration pick for a top Pentagon post has been placed into a senior role days after his nomination hearing was canceled https://t.co/IwvqpGwxAJ,CNN Breaking News,Sun Aug 02 22:53:39 +0000 2020,Tweet
NASA astronauts splashdown in the Gulf of Mexico after a historic mission aboard the SpaceX Crew Dragon capsule. Follow live updates: https://t.co/i8h9Vyx0bH https://t.co/QnmI5A7XQ0,CNN Breaking News,Sun Aug 02 18:55:06 +0000 2020,Tweet
Dr. Deborah Birx strongly defends her record after criticism from House Speaker Nancy Pelosi that she doesn't have confidence in the White House coronavirus task force coordinator's handling of the pandemic https://t.co/9MuPNUteWZ,CNN Breaking News,Sun Aug 02 16:53:10 +0000 2020,Tweet
NASA astronauts Robert Behnken and Douglas Hurley are set to return home from the International Space Station aboard their SpaceX Crew Dragon capsule. Follow live updates: https://t.co/xqPe6ao9Yz,CNN Breaking News,Sun Aug 02 16:42:28 +0000 2020,Tweet
"A wildfire burning in Cherry Valley, California, east of Los Angeles, has grown to a size of 12,000 acres, forcing about 7,800 people to evacuate, according to the Riverside County Fire Department https://t.co/RW1hdPwCYc",CNN Breaking News,Sun Aug 02 16:29:43 +0000 2020,Tweet
"A south Georgia prison was put on lockdown after two staff members and three inmates were injured, according to the Georgia Department of Corrections https://t.co/HFfJjI8j3S",CNN Breaking News,Sun Aug 02 15:49:18 +0000 2020,Tweet
Indian Bollywood star Amitabh Bachchan says he tested negative for Covid-19 on Sunday and is back home https://t.co/vEPoozHiYv https://t.co/UcQKG1RVQ8,CNN Breaking News,Sun Aug 02 15:39:24 +0000 2020,Tweet
"In areas with widespread Covid-19 case increases, the cases need to be stopped first before there can be talks about reopening schools safely, Dr. Deborah Birx says https://t.co/3pGNc50xuA https://t.co/qQUK2EPtFO",CNN Breaking News,Sun Aug 02 15:31:37 +0000 2020,Tweet
"Stacey Abrams blasts Trump's suggestion that he could delay the 2020 election, saying he is seeking to distract from his ""failed leadership"" https://t.co/bc3E4wWrwY https://t.co/aUG2BSqC05",CNN Breaking News,Sun Aug 02 15:23:45 +0000 2020,Tweet
"RT @CNNPolitics : Stacey Abrams on Pres. Trump and the November election: “What I’m worried about is that we will not be able to effectively count the votes of every eligible American because he’s doing his best to undermine our confidence in the process"" #CNNSOTU https://t.co/XqhgM8UadF",CNN Breaking News,Sun Aug 02 14:52:56 +0000 2020,Retweet
Tropical Storm Isaias continues to move closer to Florida. Follow live updates: https://t.co/n3dcfCCzMY,CNN Breaking News,Sun Aug 02 14:51:05 +0000 2020,Tweet
"RT @CNNPolitics : Dr. Deborah Birx says, ""we are in a new phase"" of the coronavirus pandemic adding, ""This epidemic right now is different and it's ... more widespread and it's both rural and urban"" #CNNSOTU https://t.co/w09X9GrhL0",CNN Breaking News,Sun Aug 02 13:54:44 +0000 2020,Retweet
